ccode,country,cmark,year,gdpen,gdptype,gdpenl,lgdpenl1,Oil
2,USA,1,1945,7.6259999,3,7.6259999,8.9393187,0
2,USA,0,1946,7.6539998,3,7.6259999,8.9393187,0
2,USA,0,1947,8.0249996,3,7.6539998,8.9429836,0
2,USA,0,1948,8.2700005,3,8.0249996,8.9903173,0
2,USA,0,1949,8.04,3,8.2700005,9.0203896,0
2,USA,0,1950,8.7720003,0,8.04,8.9921846,0
2,USA,0,1951,9.1090002,0,8.7720003,9.07932,0
2,USA,0,1952,9.0740004,0,9.1090002,9.1170177,0
2,USA,0,1953,9.3000002,0,9.0740004,9.1131687,0
2,USA,0,1954,9.0889997,0,9.3000002,9.1377697,0
2,USA,0,1955,9.7229996,0,9.0889997,9.1148205,0
2,USA,0,1956,9.7119999,0,9.7229996,9.1822491,0
2,USA,0,1957,9.6429996,0,9.7119999,9.1811171,0
2,USA,0,1958,9.3699999,0,9.6429996,9.1739874,0
2,USA,0,1959,9.8389997,0,9.3699999,9.1452684,0
2,USA,0,1960,9.8950005,0,9.8389997,9.194109,0
2,USA,0,1961,9.9460001,0,9.8950005,9.1997852,0
2,USA,0,1962,10.358,0,9.9460001,9.2049255,0
2,USA,0,1963,10.642,0,10.358,9.2455149,0
2,USA,0,1964,11.072,0,10.642,9.2725639,0
2,USA,0,1965,11.649,0,11.072,9.3121748,0
2,USA,0,1966,12.164,0,11.649,9.3629761,0
2,USA,0,1967,12.318,0,12.164,9.4062357,0
2,USA,0,1968,12.723,0,12.318,9.4188166,0
2,USA,0,1969,12.975,0,12.723,9.4511671,0
2,USA,0,1970,12.963,0,12.975,9.4707794,0
2,USA,0,1971,13.233,0,12.963,9.4698544,0
2,USA,0,1972,13.747,0,13.233,9.490469,0
2,USA,0,1973,14.379,0,13.747,9.5285759,0
2,USA,0,1974,14.078,0,14.379,9.5735245,0
2,USA,0,1975,13.682,0,14.078,9.5523682,0
2,USA,0,1976,14.271,0,13.682,9.5238361,0
2,USA,0,1977,14.832,0,14.271,9.5659847,0
2,USA,0,1978,15.44,0,14.832,9.6045427,0
2,USA,0,1979,15.637,0,15.44,9.6447172,0
2,USA,0,1980,15.295,0,15.637,9.6573954,0
2,USA,0,1981,15.502,0,15.295,9.6352816,0
2,USA,0,1982,14.897,0,15.502,9.6487246,0
2,USA,0,1983,15.29,0,14.897,9.6089153,0
2,USA,0,1984,16.254999,0,15.29,9.6349545,0
2,USA,0,1985,16.57,0,16.254999,9.6961555,0
2,USA,0,1986,16.848,0,16.57,9.7153492,0
2,USA,0,1987,17.186001,0,16.848,9.731987,0
2,USA,0,1988,17.709999,0,17.186001,9.7518501,0
2,USA,0,1989,18.094999,0,17.709999,9.7818851,0
2,USA,0,1990,18.054001,0,18.094999,9.8033905,0
2,USA,0,1991,17.594,0,18.054001,9.8011227,0
2,USA,0,1992,17.945,0,17.594,9.7753134,0
2,USA,0,1993,18.202553,2,17.945,9.7950668,0
2,USA,0,1994,18.703333,2,18.202999,9.8093176,0
2,USA,0,1995,18.956709,2,18.702999,9.8364573,0
2,USA,0,1996,19.386257,2,18.957001,9.8499136,0
2,USA,0,1997,19.994987,2,19.386,9.8723202,0
2,USA,0,1998,20.613255,2,19.995001,9.9032373,0
2,USA,0,1999,21.099253,2,20.613001,9.9336891,0
20,CANADA,1,1945,5.1880002,3,5.1880002,8.5541039,0
20,CANADA,0,1946,5.3600001,3,5.1880002,8.5541039,0
20,CANADA,0,1947,5.5320001,3,5.3600001,8.5867195,0
20,CANADA,0,1948,5.73,3,5.5320001,8.6183043,0
20,CANADA,0,1949,5.7449999,3,5.73,8.653471,0
20,CANADA,0,1950,6.3800001,0,5.7449999,8.656085,0
20,CANADA,0,1951,6.5110002,0,6.3800001,8.7609234,0
20,CANADA,0,1952,6.7789998,0,6.5110002,8.7812481,0
20,CANADA,0,1953,6.901,0,6.7789998,8.8215847,0
20,CANADA,0,1954,6.579,0,6.901,8.8394213,0
20,CANADA,0,1955,6.9780002,0,6.579,8.7916384,0
20,CANADA,0,1956,7.4349999,0,6.9780002,8.8505173,0
20,CANADA,0,1957,7.3410001,0,7.4349999,8.9139538,0
20,CANADA,0,1958,7.1939998,0,7.3410001,8.9012308,0
20,CANADA,0,1959,7.3039999,0,7.1939998,8.8810024,0
20,CANADA,0,1960,7.2579999,0,7.3039999,8.8961773,0
20,CANADA,0,1961,7.2610002,0,7.2579999,8.8898592,0
20,CANADA,0,1962,7.605,0,7.2610002,8.8902731,0
20,CANADA,0,1963,7.8759999,0,7.605,8.9365616,0
20,CANADA,0,1964,8.2440004,0,7.8759999,8.9715757,0
20,CANADA,0,1965,8.6639996,0,8.2440004,9.0172405,0
20,CANADA,0,1966,9.0930004,0,8.6639996,9.0669317,0
20,CANADA,0,1967,9.2309999,0,9.0930004,9.1152601,0
20,CANADA,0,1968,9.5819998,0,9.2309999,9.1303225,0
20,CANADA,0,1969,9.9750004,0,9.5819998,9.1676416,0
20,CANADA,0,1970,10.124,0,9.9750004,9.2078371,0
20,CANADA,0,1971,10.599,0,10.124,9.2226639,0
20,CANADA,0,1972,11.125,0,10.599,9.2685146,0
20,CANADA,0,1973,11.854,0,11.125,9.3169498,0
20,CANADA,0,1974,12.225,0,11.854,9.3804207,0
20,CANADA,0,1975,12.287,0,12.225,9.4112387,0
20,CANADA,0,1976,12.929,0,12.287,9.416297,0
20,CANADA,0,1977,13.184,0,12.929,9.4672279,0
20,CANADA,0,1978,13.631,0,13.184,9.4867592,0
20,CANADA,0,1979,14.114,0,13.631,9.5201015,0
20,CANADA,0,1980,14.133,0,14.114,9.5549221,0
20,CANADA,0,1981,14.555,0,14.133,9.5562677,0
20,CANADA,0,1982,13.74,0,14.555,9.5856895,0
20,CANADA,0,1983,14.105,0,13.74,9.5280666,0
20,CANADA,0,1984,14.954,0,14.105,9.554285,0
20,CANADA,0,1985,15.589,0,14.954,9.6127338,0
20,CANADA,0,1986,16.028999,0,15.589,9.6543207,0
20,CANADA,0,1987,16.601999,0,16.028999,9.6821547,0
20,CANADA,0,1988,17.257999,0,16.601999,9.7172785,0
20,CANADA,0,1989,17.524,0,17.257999,9.756031,0
20,CANADA,0,1990,17.173,0,17.524,9.771327,0
20,CANADA,0,1991,16.368,0,17.173,9.7510939,0
20,CANADA,0,1992,16.362,0,16.368,9.703083,0
20,CANADA,0,1993,16.556383,2,16.362,9.7027168,0
20,CANADA,0,1994,17.173365,2,16.556,9.7145271,0
20,CANADA,0,1995,17.498354,2,17.173,9.7511148,0
20,CANADA,0,1996,17.575569,2,17.497999,9.7698622,0
20,CANADA,0,1997,18.154146,2,17.576,9.7742653,0
20,CANADA,0,1998,18.592537,2,18.153999,9.806654,0
20,CANADA,0,1999,19.290625,2,18.593,9.8305159,0
40,CUBA,1,1945,,,,,0
40,CUBA,0,1946,2.1270001,4,,,0
40,CUBA,0,1947,2.1359999,4,2.1270001,7.662468,0
40,CUBA,0,1948,2.0510001,4,2.1359999,7.6666903,0
40,CUBA,0,1949,2.372,4,2.0510001,7.6260829,0
40,CUBA,0,1950,2.4430001,4,2.372,7.7714887,0
40,CUBA,0,1951,2.4809999,4,2.4430001,7.800982,0
40,CUBA,0,1952,2.5139999,4,2.4809999,7.8164172,0
40,CUBA,0,1953,2.4430001,4,2.5139999,7.8296304,0
40,CUBA,0,1954,2.401,4,2.4430001,7.800982,0
40,CUBA,0,1955,2.4649999,4,2.401,7.7836404,0
40,CUBA,0,1956,2.527,4,2.4649999,7.809947,0
40,CUBA,0,1957,2.6949999,4,2.527,7.8347883,0
40,CUBA,0,1958,2.7079999,4,2.6949999,7.8991537,0
40,CUBA,0,1959,2.7750001,4,2.7079999,7.9039655,0
40,CUBA,0,1960,2.8210001,4,2.7750001,7.9284062,0
40,CUBA,0,1961,2.901,4,2.8210001,7.9448466,0
40,CUBA,0,1962,3.0350001,4,2.901,7.9728107,0
40,CUBA,0,1963,2.9219999,4,3.0350001,8.0179663,0
40,CUBA,0,1964,2.9979999,4,2.9219999,7.9800234,0
40,CUBA,0,1965,2.9890001,4,2.9979999,8.0057011,0
40,CUBA,0,1966,3.069,4,2.9890001,8.0026941,0
40,CUBA,0,1967,3.115,4,3.069,8.0291071,0
40,CUBA,0,1968,3.1270001,4,3.115,8.0439844,0
40,CUBA,0,1969,3.2420001,4,3.1270001,8.0478296,0
40,CUBA,0,1970,3.3080001,4,3.2420001,8.0839453,0
40,CUBA,0,1971,3.2060001,4,3.3080001,8.1040993,0
40,CUBA,0,1972,3.2379999,4,3.2060001,8.0727797,0
40,CUBA,0,1973,3.3050001,4,3.2379999,8.0827112,0
40,CUBA,0,1974,3.312,4,3.3050001,8.1031914,0
40,CUBA,0,1975,3.5239999,4,3.312,8.1053076,0
40,CUBA,0,1976,3.3840001,4,3.5239999,8.1673517,0
40,CUBA,0,1977,3.6059999,4,3.3840001,8.1268139,0
40,CUBA,0,1978,3.645,4,3.6059999,8.1903543,0
40,CUBA,0,1979,3.688,4,3.645,8.2011118,0
40,CUBA,0,1980,3.7939999,4,3.688,8.2128391,0
40,CUBA,0,1981,3.8859999,4,3.7939999,8.2411766,0
40,CUBA,0,1982,3.8410001,4,3.8859999,8.2651358,0
40,CUBA,0,1983,3.8080001,4,3.8410001,8.2534876,0
40,CUBA,0,1984,3.9089999,4,3.8080001,8.2448597,0
40,CUBA,0,1985,3.8329999,4,3.9089999,8.2710371,0
40,CUBA,0,1986,3.9130001,4,3.8329999,8.2514029,0
40,CUBA,0,1987,3.9000001,4,3.9130001,8.2720594,0
40,CUBA,0,1988,3.99,4,3.9000001,8.2687321,0
40,CUBA,0,1989,4.059,4,3.99,8.2915468,0
40,CUBA,0,1990,3.98,4,4.059,8.308692,0
40,CUBA,0,1991,3.9860001,4,3.98,8.2890368,0
40,CUBA,0,1992,,,3.9860001,8.2905436,0
40,CUBA,0,1993,,,,,0
40,CUBA,0,1994,,,,,0
40,CUBA,0,1995,,,,,0
40,CUBA,0,1996,,,,,0
40,CUBA,0,1997,,,,,0
40,CUBA,0,1998,,,,,0
40,CUBA,0,1999,,,,,0
41,HAITI,1,1945,,,,,0
41,HAITI,0,1946,.76499999,3,,,0
41,HAITI,0,1947,.76499999,3,.76499999,6.6398759,0
41,HAITI,0,1948,.76700002,3,.76499999,6.6398759,0
41,HAITI,0,1949,.85900003,3,.76700002,6.6424866,0
41,HAITI,0,1950,.85600001,3,.85900003,6.7557688,0
41,HAITI,0,1951,.861,3,.85600001,6.7522702,0
41,HAITI,0,1952,.81999999,3,.861,6.7580943,0
41,HAITI,0,1953,.89200002,3,.81999999,6.7093043,0
41,HAITI,0,1954,.86699998,3,.89200002,6.7934661,0
41,HAITI,0,1955,.91900003,3,.86699998,6.765039,0
41,HAITI,0,1956,.898,3,.91900003,6.8232861,0
41,HAITI,0,1957,.889,3,.898,6.8001699,0
41,HAITI,0,1958,.91900003,3,.889,6.7900972,0
41,HAITI,0,1959,.92900002,3,.91900003,6.8232861,0
41,HAITI,0,1960,.92400002,0,.92900002,6.8341088,0
41,HAITI,0,1961,.87900001,0,.92400002,6.828712,0
41,HAITI,0,1962,.90799999,0,.87900001,6.7787848,0
41,HAITI,0,1963,.889,0,.90799999,6.8112445,0
41,HAITI,0,1964,.87800002,0,.889,6.7900972,0
41,HAITI,0,1965,.89399999,0,.87800002,6.7776465,0
41,HAITI,0,1966,.89200002,0,.89399999,6.7957058,0
41,HAITI,0,1967,.83700001,0,.89200002,6.7934661,0
41,HAITI,0,1968,.83899999,0,.83700001,6.7298241,0
41,HAITI,0,1969,.84899998,0,.83899999,6.7322106,0
41,HAITI,0,1970,.83399999,0,.84899998,6.7440591,0
41,HAITI,0,1971,.89399999,0,.83399999,6.7262335,0
41,HAITI,0,1972,.88200003,0,.89399999,6.7957058,0
41,HAITI,0,1973,.85600001,0,.88200003,6.7821922,0
41,HAITI,0,1974,.88300002,0,.85600001,6.7522702,0
41,HAITI,0,1975,.84299999,0,.88300002,6.7833252,0
41,HAITI,0,1976,.91100001,0,.84299999,6.7369671,0
41,HAITI,0,1977,.92000002,0,.91100001,6.8145428,0
41,HAITI,0,1978,.94300002,0,.92000002,6.8243737,0
41,HAITI,0,1979,.96600002,0,.94300002,6.8490663,0
41,HAITI,0,1980,1.033,0,.96600002,6.8731637,0
41,HAITI,0,1981,1.01,0,1.033,6.9402223,0
41,HAITI,0,1982,.93300003,0,1.01,6.9177055,0
41,HAITI,0,1983,.92699999,0,.93300003,6.8384051,0
41,HAITI,0,1984,.90200001,0,.92699999,6.8319535,0
41,HAITI,0,1985,.91100001,0,.90200001,6.8046145,0
41,HAITI,0,1986,.90200001,0,.91100001,6.8145428,0
41,HAITI,0,1987,.88200003,0,.90200001,6.8046145,0
41,HAITI,0,1988,.84899998,0,.88200003,6.7821922,0
41,HAITI,0,1989,.83399999,0,.84899998,6.7440591,0
41,HAITI,0,1990,.85144228,2,.83399999,6.7262335,0
41,HAITI,0,1991,.83553004,2,.85100001,6.7469316,0
41,HAITI,0,1992,.71143883,2,.83600003,6.7280664,0
41,HAITI,0,1993,.68010032,2,.71100003,6.5672894,0
41,HAITI,0,1994,.61052501,2,.68000001,6.5222402,0
41,HAITI,0,1995,.62345463,2,.611,6.4143195,0
41,HAITI,0,1996,.62560904,2,.62300003,6.435276,0
41,HAITI,0,1997,.6211285,2,.62599999,6.4387255,0
41,HAITI,0,1998,.62728161,2,.62099999,6.4315381,0
41,HAITI,0,1999,.62826508,2,.62699997,6.4413958,0
42,DOMINICAN REP.,1,1945,,,,,0
42,DOMINICAN REP.,0,1946,.66799998,3,,,0
42,DOMINICAN REP.,0,1947,.73100001,3,.66799998,6.5042882,0
42,DOMINICAN REP.,0,1948,.78200001,3,.73100001,6.5944133,0
42,DOMINICAN REP.,0,1949,.91100001,3,.78200001,6.6618547,0
42,DOMINICAN REP.,0,1950,.949,0,.91100001,6.8145428,0
42,DOMINICAN REP.,0,1951,1.0650001,0,.949,6.8554087,0
42,DOMINICAN REP.,0,1952,1.0650001,0,1.0650001,6.9707303,0
42,DOMINICAN REP.,0,1953,1.024,0,1.0650001,6.9707303,0
42,DOMINICAN REP.,0,1954,1.059,0,1.024,6.9314718,0
42,DOMINICAN REP.,0,1955,1.082,0,1.059,6.9650803,0
42,DOMINICAN REP.,0,1956,1.155,0,1.082,6.9865665,0
42,DOMINICAN REP.,0,1957,1.197,0,1.155,7.0518556,0
42,DOMINICAN REP.,0,1958,1.223,0,1.197,7.0875735,0
42,DOMINICAN REP.,0,1959,1.163,0,1.223,7.1090622,0
42,DOMINICAN REP.,0,1960,1.1950001,0,1.163,7.0587583,0
42,DOMINICAN REP.,0,1961,1.143,0,1.1950001,7.0859013,0
42,DOMINICAN REP.,0,1962,1.354,0,1.143,7.0414119,0
42,DOMINICAN REP.,0,1963,1.439,0,1.354,7.2108183,0
42,DOMINICAN REP.,0,1964,1.5039999,0,1.439,7.2717037,0
42,DOMINICAN REP.,0,1965,1.271,0,1.5039999,7.3158836,0
42,DOMINICAN REP.,0,1966,1.414,0,1.271,7.1475592,0
42,DOMINICAN REP.,0,1967,1.396,0,1.414,7.254178,0
42,DOMINICAN REP.,0,1968,1.369,0,1.396,7.2413664,0
42,DOMINICAN REP.,0,1969,1.464,0,1.369,7.2218356,0
42,DOMINICAN REP.,0,1970,1.536,0,1.464,7.2889276,0
42,DOMINICAN REP.,0,1971,1.652,0,1.536,7.336937,0
42,DOMINICAN REP.,0,1972,1.7920001,0,1.652,7.4097419,0
42,DOMINICAN REP.,0,1973,1.916,0,1.7920001,7.4910874,0
42,DOMINICAN REP.,0,1974,2.079,0,1.916,7.5579948,0
42,DOMINICAN REP.,0,1975,1.961,0,2.079,7.6396422,0
42,DOMINICAN REP.,0,1976,2.0569999,0,1.961,7.5812097,0
42,DOMINICAN REP.,0,1977,2.098,0,2.0569999,7.629004,0
42,DOMINICAN REP.,0,1978,2.092,0,2.098,7.6487398,0
42,DOMINICAN REP.,0,1979,2.102,0,2.092,7.6458759,0
42,DOMINICAN REP.,0,1980,2.3429999,0,2.102,7.6506448,0
42,DOMINICAN REP.,0,1981,2.2850001,0,2.3429999,7.7591872,0
42,DOMINICAN REP.,0,1982,2.256,0,2.2850001,7.7341213,0
42,DOMINICAN REP.,0,1983,2.283,0,2.256,7.7213488,0
42,DOMINICAN REP.,0,1984,2.1570001,0,2.283,7.7332458,0
42,DOMINICAN REP.,0,1985,2.1110001,0,2.1570001,7.6764736,0
42,DOMINICAN REP.,0,1986,2.1600001,0,2.1110001,7.6549172,0
42,DOMINICAN REP.,0,1987,2.2309999,0,2.1600001,7.6778636,0
42,DOMINICAN REP.,0,1988,2.3069999,0,2.2309999,7.7102051,0
42,DOMINICAN REP.,0,1989,2.4300001,0,2.3069999,7.7437034,0
42,DOMINICAN REP.,0,1990,2.1659999,0,2.4300001,7.7956467,0
42,DOMINICAN REP.,0,1991,2.1110001,0,2.1659999,7.6806374,0
42,DOMINICAN REP.,0,1992,2.25,0,2.1110001,7.6549172,0
42,DOMINICAN REP.,0,1993,2.2739656,2,2.25,7.7186856,0
42,DOMINICAN REP.,0,1994,2.3262587,2,2.2739999,7.7292805,0
42,DOMINICAN REP.,0,1995,2.396189,2,2.326,7.7520165,0
42,DOMINICAN REP.,0,1996,2.5245771,2,2.3959999,7.7816348,0
42,DOMINICAN REP.,0,1997,2.6834874,2,2.5250001,7.8338289,0
42,DOMINICAN REP.,0,1998,2.8287721,2,2.6830001,7.8948727,0
42,DOMINICAN REP.,0,1999,3.0088882,2,2.829,7.947598,0
51,JAMAICA,1,1962,1.8099999,0,1.8099999,7.5010819,0
51,JAMAICA,0,1963,1.809,0,1.8099999,7.5010819,0
51,JAMAICA,0,1964,1.98,0,1.809,7.5005293,0
51,JAMAICA,0,1965,2.1040001,0,1.98,7.5908523,0
51,JAMAICA,0,1966,2.1789999,0,2.1040001,7.6515956,0
51,JAMAICA,0,1967,2.234,0,2.1789999,7.6866212,0
51,JAMAICA,0,1968,2.497,0,2.234,7.7115488,0
51,JAMAICA,0,1969,2.6040001,0,2.497,7.8228455,0
51,JAMAICA,0,1970,2.645,0,2.6040001,7.8648038,0
51,JAMAICA,0,1971,2.724,0,2.645,7.8804264,0
51,JAMAICA,0,1972,3.099,0,2.724,7.9098568,0
51,JAMAICA,0,1973,2.8380001,0,3.099,8.0388346,0
51,JAMAICA,0,1974,2.9219999,0,2.8380001,7.9508548,0
51,JAMAICA,0,1975,2.9159999,0,2.9219999,7.9800234,0
51,JAMAICA,0,1976,2.7869999,0,2.9159999,7.9779682,0
51,JAMAICA,0,1977,2.7190001,0,2.7869999,7.9327211,0
51,JAMAICA,0,1978,2.6010001,0,2.7190001,7.9080195,0
51,JAMAICA,0,1979,2.5079999,0,2.6010001,7.8636513,0
51,JAMAICA,0,1980,2.362,0,2.5079999,7.8272409,0
51,JAMAICA,0,1981,2.3659999,0,2.362,7.7672639,0
51,JAMAICA,0,1982,2.3889999,0,2.3659999,7.7689562,0
51,JAMAICA,0,1983,2.395,0,2.3889999,7.7786303,0
51,JAMAICA,0,1984,2.3540001,0,2.395,7.7811384,0
51,JAMAICA,0,1985,2.2149999,0,2.3540001,7.7638712,0
51,JAMAICA,0,1986,2.2179999,0,2.2149999,7.7030077,0
51,JAMAICA,0,1987,2.3080001,0,2.2179999,7.704361,0
51,JAMAICA,0,1988,2.4430001,0,2.3080001,7.7441368,0
51,JAMAICA,0,1989,2.533,0,2.4430001,7.800982,0
51,JAMAICA,0,1990,2.5450001,0,2.533,7.8371596,0
51,JAMAICA,0,1991,2.4400001,0,2.5450001,7.841886,0
51,JAMAICA,0,1992,2.4545701,2,2.4400001,7.7997532,0
51,JAMAICA,0,1993,2.465977,2,2.4549999,7.805707,0
51,JAMAICA,0,1994,2.4929824,2,2.4660001,7.8103433,0
51,JAMAICA,0,1995,2.4854982,2,2.493,7.8212352,0
51,JAMAICA,0,1996,2.438674,2,2.4849999,7.8182282,0
51,JAMAICA,0,1997,2.3743863,2,2.4389999,7.7992096,0
51,JAMAICA,0,1998,2.3419831,2,2.3740001,7.7724943,0
51,JAMAICA,0,1999,2.3128381,2,2.342,7.7587533,0
52,TRINIDAD & TOBAGO,1,1962,6.0019999,0,6.0019999,8.6998482,1
52,TRINIDAD & TOBAGO,0,1963,6.3850002,0,6.0019999,8.6998482,1
52,TRINIDAD & TOBAGO,0,1964,6.6430001,0,6.3850002,8.7617064,1
52,TRINIDAD & TOBAGO,0,1965,6.428,0,6.6430001,8.8013191,1
52,TRINIDAD & TOBAGO,0,1966,6.4720001,0,6.428,8.7684183,1
52,TRINIDAD & TOBAGO,0,1967,6.553,0,6.4720001,8.7752409,1
52,TRINIDAD & TOBAGO,0,1968,6.1859999,0,6.553,8.7876778,1
52,TRINIDAD & TOBAGO,0,1969,7.092,0,6.1859999,8.7300444,1
52,TRINIDAD & TOBAGO,0,1970,6.7950001,0,7.092,8.8667231,1
52,TRINIDAD & TOBAGO,0,1971,7.349,0,6.7950001,8.8239422,1
52,TRINIDAD & TOBAGO,0,1972,7.5599999,0,7.349,8.9023199,1
52,TRINIDAD & TOBAGO,0,1973,7.6700001,0,7.5599999,8.9306269,1
52,TRINIDAD & TOBAGO,0,1974,7.9180002,0,7.6700001,8.9450722,1
52,TRINIDAD & TOBAGO,0,1975,7.9899998,0,7.9180002,8.9768944,1
52,TRINIDAD & TOBAGO,0,1976,8.7749996,0,7.9899998,8.9859457,1
52,TRINIDAD & TOBAGO,0,1977,9.3870001,0,8.7749996,9.0796623,1
52,TRINIDAD & TOBAGO,0,1978,10.249,0,9.3870001,9.1470814,1
52,TRINIDAD & TOBAGO,0,1979,10.802,0,10.249,9.2349358,1
52,TRINIDAD & TOBAGO,0,1980,11.262,0,10.802,9.287487,1
52,TRINIDAD & TOBAGO,0,1981,11.738,0,11.262,9.3291893,1
52,TRINIDAD & TOBAGO,0,1982,11.368,0,11.738,9.3705864,1
52,TRINIDAD & TOBAGO,0,1983,10.433,0,11.368,9.3385572,1
52,TRINIDAD & TOBAGO,0,1984,8.2729998,0,10.433,9.2527294,1
52,TRINIDAD & TOBAGO,0,1985,9.7010002,0,8.2729998,9.0207529,1
52,TRINIDAD & TOBAGO,0,1986,9.6370001,0,9.7010002,9.1799841,1
52,TRINIDAD & TOBAGO,0,1987,8.6300001,0,9.6370001,9.1733656,1
52,TRINIDAD & TOBAGO,0,1988,8.085,0,8.6300001,9.0629997,1
52,TRINIDAD & TOBAGO,0,1989,7.8179998,0,8.085,8.9977655,1
52,TRINIDAD & TOBAGO,0,1990,7.7639999,0,7.8179998,8.9641838,1
52,TRINIDAD & TOBAGO,0,1991,8.2410002,0,7.7639999,8.9572525,1
52,TRINIDAD & TOBAGO,0,1992,8.040658,2,8.2410002,9.0168772,1
52,TRINIDAD & TOBAGO,0,1993,7.8668675,2,8.0410004,8.9922667,1
52,TRINIDAD & TOBAGO,0,1994,8.0916471,2,7.8670001,8.9704151,1
52,TRINIDAD & TOBAGO,0,1995,8.3550692,2,8.092,8.9985876,1
52,TRINIDAD & TOBAGO,0,1996,8.6192064,2,8.3549995,9.0306234,1
52,TRINIDAD & TOBAGO,0,1997,8.8343029,2,8.6190004,9.0617485,1
52,TRINIDAD & TOBAGO,0,1998,9.2021599,2,8.8339996,9.0863972,1
52,TRINIDAD & TOBAGO,0,1999,9.7665558,2,9.2019997,9.1271935,1
70,MEXICO,1,1945,1.835,3,1.835,7.5147996,0
70,MEXICO,0,1946,1.942,3,1.835,7.5147996,0
70,MEXICO,0,1947,2.0580001,3,1.942,7.5714736,0
70,MEXICO,0,1948,2.0409999,3,2.0580001,7.6294899,0
70,MEXICO,0,1949,2.125,3,2.0409999,7.6211953,0
70,MEXICO,0,1950,2.198,0,2.125,7.6615272,0
70,MEXICO,0,1951,2.339,0,2.198,7.695303,0
70,MEXICO,0,1952,2.336,0,2.339,7.7574787,0
70,MEXICO,0,1953,2.237,0,2.336,7.7561955,0
70,MEXICO,0,1954,2.3970001,0,2.237,7.7128911,0
70,MEXICO,0,1955,2.5139999,0,2.3970001,7.7819734,0
70,MEXICO,0,1956,2.5899999,0,2.5139999,7.8296304,0
70,MEXICO,0,1957,2.711,0,2.5899999,7.8594131,0
70,MEXICO,0,1958,2.7509999,0,2.711,7.9050727,0
70,MEXICO,0,1959,2.7260001,0,2.7509999,7.9197197,0
70,MEXICO,0,1960,2.836,0,2.7260001,7.9105906,0
70,MEXICO,0,1961,2.8640001,0,2.836,7.95015,0
70,MEXICO,0,1962,2.8970001,0,2.8640001,7.9599748,0
70,MEXICO,0,1963,3.0190001,0,2.8970001,7.9714308,0
70,MEXICO,0,1964,3.2579999,0,3.0190001,8.012681,0
70,MEXICO,0,1965,3.3510001,0,3.2579999,8.0888691,0
70,MEXICO,0,1966,3.467,0,3.3510001,8.1170139,0
70,MEXICO,0,1967,3.582,0,3.467,8.1510448,0
70,MEXICO,0,1968,3.766,0,3.582,8.1836767,0
70,MEXICO,0,1969,3.846,0,3.766,8.2337685,0
70,MEXICO,0,1970,3.987,0,3.846,8.2547894,0
70,MEXICO,0,1971,4.2129998,0,3.987,8.2907944,0
70,MEXICO,0,1972,4.4039998,0,4.2129998,8.3459301,0
70,MEXICO,0,1973,4.6090002,0,4.4039998,8.3902683,0
70,MEXICO,0,1974,4.7820001,0,4.6090002,8.4357662,0
70,MEXICO,0,1975,4.928,0,4.7820001,8.4726143,0
70,MEXICO,0,1976,4.973,0,4.928,8.5026884,0
70,MEXICO,0,1977,4.9000001,0,4.973,8.5117788,1
70,MEXICO,0,1978,5.2080002,0,4.9000001,8.4969902,1
70,MEXICO,0,1979,5.6209998,0,5.2080002,8.557951,1
70,MEXICO,0,1980,6.0539999,0,5.6209998,8.6342649,1
70,MEXICO,0,1981,6.467,0,6.0539999,8.7084742,1
70,MEXICO,0,1982,5.9419999,0,6.467,8.7744675,1
70,MEXICO,0,1983,5.401,0,5.9419999,8.6898012,1
70,MEXICO,0,1984,5.5240002,0,5.401,8.5943394,1
70,MEXICO,0,1985,5.6209998,0,5.5240002,8.6168575,1
70,MEXICO,0,1986,5.283,0,5.6209998,8.6342649,0
70,MEXICO,0,1987,5.2620001,0,5.283,8.5722494,1
70,MEXICO,0,1988,5.349,0,5.2620001,8.5682669,0
70,MEXICO,0,1989,5.566,0,5.349,8.5846653,1
70,MEXICO,0,1990,5.8270001,0,5.566,8.6244316,1
70,MEXICO,0,1991,6.0180001,0,5.8270001,8.6702576,0
70,MEXICO,0,1992,6.2529998,0,6.0180001,8.7025099,0
70,MEXICO,0,1993,6.2601271,2,6.2529998,8.7408171,0
70,MEXICO,0,1994,6.4203119,2,6.2600002,8.7419558,0
70,MEXICO,0,1995,5.9186678,2,6.4200001,8.7672224,0
70,MEXICO,0,1996,6.1277995,2,5.9190001,8.6858664,0
70,MEXICO,0,1997,6.4483056,2,6.1279998,8.7205906,0
70,MEXICO,0,1998,6.6730456,2,6.448,8.7715731,0
70,MEXICO,0,1999,6.8116097,2,6.6729999,8.8058319,0
90,GUATEMALA,1,1945,,,,,0
90,GUATEMALA,0,1946,1.147,3,,,0
90,GUATEMALA,0,1947,1.227,3,1.147,7.0449052,0
90,GUATEMALA,0,1948,1.299,3,1.227,7.1123276,0
90,GUATEMALA,0,1949,1.521,3,1.299,7.1693501,0
90,GUATEMALA,0,1950,1.5319999,0,1.521,7.3271232,0
90,GUATEMALA,0,1951,1.516,0,1.5319999,7.3343291,0
90,GUATEMALA,0,1952,1.4960001,0,1.516,7.3238306,0
90,GUATEMALA,0,1953,1.51,0,1.4960001,7.3105502,0
90,GUATEMALA,0,1954,1.513,0,1.51,7.3198647,0
90,GUATEMALA,0,1955,1.483,0,1.513,7.3218498,0
90,GUATEMALA,0,1956,1.557,0,1.483,7.3018222,0
